ciclo,C,NC
1,98,102
2,98,102
3,98,102
4,98,102
5,98,102
6,98,102
7,98,102
8,98,102
9,98,102
10,98,102
11,98,102
12,98,102
13,98,102
14,98,102
15,98,102
16,98,102
17,98,102
18,98,102
19,98,102
20,98,102
21,98,102
22,98,102
23,98,102
24,98,102
25,98,102
26,98,102
27,98,102
28,98,102
29,98,102
30,98,102
31,98,102
32,98,102
33,98,102
34,98,102
35,98,102
36,98,102
37,98,102
38,98,102
39,98,102
40,98,102
41,98,102
42,98,102
43,98,102
44,98,102
45,98,102
46,98,102
47,98,102
48,98,102
49,98,102
50,98,102
51,98,102
52,98,102
53,98,102
54,98,102
55,98,102
56,98,102
57,98,102
58,98,102
59,98,102
60,98,102
61,98,102
62,98,102
63,98,102
64,98,102
65,98,102
66,98,102
67,98,102
68,98,102
69,98,102
70,98,102
71,98,102
72,98,102
73,98,102
74,98,102
75,98,102
76,98,102
77,98,102
78,98,102
79,98,102
80,98,102
81,98,102
82,98,102
83,98,102
84,98,102
85,98,102
86,98,102
87,98,102
88,98,102
89,98,102
90,98,102
91,98,102
92,98,102
93,98,102
94,98,102
95,98,102
96,98,102
97,98,102
98,98,102
99,98,102
100,98,102
101,98,102
102,98,102
103,98,102
104,98,102
105,98,102
106,98,102
107,98,102
108,98,102
109,98,102
110,98,102
111,98,102
112,98,102
113,98,102
114,98,102
115,98,102
116,98,102
117,98,102
118,98,102
119,98,102
120,98,102
121,98,102
122,98,102
123,98,102
124,98,102
125,98,102
126,98,102
127,98,102
128,98,102
129,98,102
130,98,102
131,98,102
132,98,102
133,98,102
134,98,102
135,98,102
136,98,102
137,98,102
138,98,102
139,98,102
140,98,102
141,98,102
142,98,102
143,98,102
144,98,102
145,98,102
146,98,102
147,98,102
148,98,102
149,98,102
150,98,102
151,98,102
152,98,102
153,98,102
154,98,102
155,98,102
156,98,102
157,98,102
158,98,102
159,98,102
160,98,102
161,98,102
162,98,102
163,98,102
164,98,102
165,98,102
