ciclo,C,NC
1,143,57
2,143,57
3,143,57
4,143,57
5,143,57
6,143,57
7,143,57
8,143,57
9,143,57
10,143,57
11,143,57
12,143,57
13,143,57
14,143,57
15,143,57
16,143,57
17,143,57
18,143,57
19,143,57
20,143,57
21,143,57
22,143,57
23,143,57
24,143,57
25,143,57
26,143,57
27,143,57
28,143,57
29,143,57
30,143,57
31,143,57
32,143,57
33,143,57
34,143,57
35,143,57
36,143,57
37,143,57
38,143,57
39,143,57
40,143,57
41,143,57
42,143,57
43,143,57
44,143,57
45,143,57
46,143,57
47,143,57
48,143,57
49,143,57
50,143,57
51,143,57
52,143,57
53,143,57
54,143,57
55,143,57
56,143,57
57,143,57
58,143,57
59,143,57
60,143,57
61,143,57
62,143,57
63,143,57
64,143,57
65,143,57
66,143,57
67,143,57
68,143,57
69,143,57
70,143,57
71,143,57
72,143,57
73,143,57
74,143,57
75,143,57
76,143,57
77,143,57
78,143,57
79,143,57
80,143,57
81,143,57
82,143,57
83,143,57
84,143,57
85,143,57
86,143,57
87,143,57
88,143,57
89,143,57
90,143,57
91,143,57
92,143,57
93,143,57
94,143,57
95,143,57
96,143,57
97,143,57
98,143,57
99,143,57
100,143,57
101,143,57
102,143,57
103,143,57
104,143,57
105,143,57
106,143,57
107,143,57
108,143,57
109,143,57
110,143,57
111,143,57
112,143,57
113,143,57
114,143,57
115,143,57
116,143,57
117,143,57
118,143,57
119,143,57
120,143,57
121,143,57
122,143,57
123,143,57
124,143,57
125,143,57
126,143,57
127,143,57
128,143,57
129,143,57
130,143,57
131,143,57
132,143,57
133,143,57
134,143,57
135,143,57
136,143,57
137,143,57
138,143,57
139,143,57
140,143,57
141,143,57
142,143,57
143,143,57
144,143,57
145,143,57
146,143,57
147,143,57
148,143,57
149,143,57
150,143,57
151,143,57
152,143,57
153,143,57
154,143,57
155,143,57
156,143,57
157,143,57
158,143,57
159,143,57
160,143,57
161,143,57
162,143,57
163,143,57
164,143,57
165,143,57
166,143,57
167,143,57
168,143,57
169,143,57
170,143,57
171,143,57
172,143,57
173,143,57
174,143,57
175,143,57
176,143,57
177,143,57
178,143,57
179,143,57
180,143,57
181,143,57
182,143,57
183,143,57
184,143,57
185,143,57
186,143,57
187,143,57
188,143,57
189,143,57
190,143,57
191,143,57
192,143,57
193,143,57
194,143,57
195,143,57
196,143,57
197,143,57
198,143,57
199,143,57
200,143,57
201,143,57
202,143,57
203,143,57
204,143,57
205,143,57
206,143,57
207,143,57
208,143,57
209,143,57
210,143,57
211,143,57
212,143,57
213,143,57
214,143,57
215,143,57
216,143,57
217,143,57
218,143,57
219,143,57
220,143,57
221,143,57
222,143,57
223,143,57
224,143,57
225,143,57
226,143,57
227,143,57
228,143,57
229,143,57
230,143,57
231,143,57
232,143,57
233,143,57
234,143,57
235,143,57
236,143,57
237,143,57
238,143,57
239,143,57
240,143,57
241,143,57
242,143,57
243,143,57
244,143,57
245,143,57
246,143,57
247,143,57
248,143,57
249,143,57
250,143,57
251,143,57
252,143,57
253,143,57
254,143,57
255,143,57
256,143,57
257,143,57
258,143,57
259,143,57
260,143,57
261,143,57
262,143,57
263,143,57
264,143,57
265,143,57
266,143,57
267,143,57
268,143,57
269,143,57
270,143,57
271,143,57
272,143,57
273,143,57
274,143,57
275,143,57
276,143,57
277,143,57
278,143,57
279,143,57
280,143,57
281,143,57
282,143,57
283,143,57
284,143,57
285,143,57
286,143,57
287,143,57
288,143,57
289,143,57
290,143,57
291,143,57
292,143,57
293,143,57
