ciclo,C,NC
1,99,101
2,99,101
3,99,101
4,99,101
5,99,101
6,99,101
7,99,101
8,99,101
9,99,101
10,99,101
11,99,101
12,99,101
13,99,101
14,99,101
15,99,101
16,99,101
17,99,101
18,99,101
19,99,101
20,99,101
21,99,101
22,99,101
23,99,101
24,99,101
25,99,101
26,99,101
27,99,101
28,99,101
29,99,101
30,99,101
31,99,101
32,99,101
33,99,101
34,99,101
35,99,101
36,99,101
37,99,101
38,99,101
39,99,101
40,99,101
41,99,101
42,99,101
43,99,101
44,99,101
45,99,101
46,99,101
47,99,101
48,99,101
49,99,101
50,99,101
51,99,101
52,99,101
53,99,101
54,99,101
55,99,101
56,99,101
57,99,101
58,99,101
59,99,101
60,99,101
61,99,101
62,99,101
63,99,101
64,99,101
65,99,101
66,99,101
67,99,101
68,99,101
69,99,101
70,99,101
71,99,101
72,99,101
73,99,101
74,99,101
75,99,101
76,99,101
77,99,101
78,99,101
79,99,101
80,99,101
81,99,101
82,99,101
83,99,101
84,99,101
85,99,101
86,99,101
87,99,101
88,99,101
89,99,101
90,99,101
91,99,101
92,99,101
93,99,101
94,99,101
95,99,101
96,99,101
97,99,101
98,99,101
99,99,101
100,100,100
101,100,100
102,100,100
103,100,100
104,100,100
105,100,100
106,100,100
107,100,100
108,100,100
109,100,100
110,100,100
111,100,100
112,100,100
113,100,100
114,100,100
115,100,100
116,100,100
117,100,100
118,100,100
119,100,100
120,100,100
121,100,100
122,100,100
123,100,100
124,100,100
125,100,100
126,100,100
127,100,100
128,100,100
129,100,100
130,100,100
131,100,100
132,100,100
133,100,100
134,100,100
135,100,100
136,100,100
137,100,100
138,100,100
139,100,100
140,100,100
141,100,100
142,100,100
143,100,100
144,100,100
145,100,100
146,100,100
147,100,100
148,100,100
149,100,100
150,100,100
151,100,100
152,100,100
153,100,100
154,100,100
155,100,100
156,100,100
157,100,100
158,100,100
159,100,100
160,100,100
161,100,100
162,100,100
163,100,100
164,100,100
165,100,100
166,100,100
167,100,100
168,100,100
169,100,100
170,100,100
171,100,100
172,100,100
173,100,100
174,100,100
