ciclo,C,NC
1,95,105
2,95,105
3,95,105
4,95,105
5,95,105
6,95,105
7,95,105
8,95,105
9,95,105
10,95,105
11,95,105
12,95,105
13,95,105
14,95,105
15,95,105
16,95,105
17,95,105
18,95,105
19,95,105
20,95,105
21,95,105
22,95,105
23,95,105
24,95,105
25,95,105
26,95,105
27,95,105
28,95,105
29,95,105
30,95,105
31,95,105
32,95,105
33,95,105
34,95,105
35,95,105
36,95,105
37,95,105
38,95,105
39,95,105
40,95,105
41,95,105
42,95,105
43,95,105
44,95,105
45,95,105
46,95,105
47,95,105
48,95,105
49,95,105
50,95,105
51,95,105
52,95,105
53,95,105
54,95,105
55,95,105
56,95,105
57,95,105
58,95,105
59,95,105
60,95,105
61,95,105
62,95,105
63,95,105
64,95,105
65,95,105
66,95,105
67,95,105
68,95,105
69,95,105
70,95,105
71,95,105
72,95,105
73,95,105
74,95,105
75,95,105
76,95,105
77,95,105
78,95,105
79,95,105
80,95,105
81,95,105
82,95,105
83,95,105
84,95,105
85,95,105
86,95,105
87,95,105
88,95,105
89,95,105
90,95,105
91,95,105
92,95,105
93,95,105
94,95,105
95,95,105
96,95,105
97,95,105
98,95,105
99,95,105
100,95,105
101,95,105
102,95,105
103,95,105
104,95,105
105,95,105
106,95,105
107,95,105
108,95,105
109,95,105
110,95,105
111,95,105
112,95,105
113,95,105
114,95,105
115,95,105
116,95,105
117,95,105
118,95,105
119,95,105
120,95,105
121,95,105
122,95,105
123,95,105
124,95,105
125,95,105
126,95,105
127,95,105
128,95,105
129,95,105
130,95,105
131,95,105
132,95,105
133,95,105
134,95,105
135,95,105
136,95,105
137,95,105
138,95,105
139,95,105
140,95,105
141,95,105
142,95,105
143,95,105
144,95,105
145,95,105
146,95,105
147,95,105
148,95,105
149,95,105
150,95,105
151,95,105
152,95,105
153,95,105
154,95,105
155,95,105
156,95,105
157,95,105
158,95,105
159,95,105
160,95,105
161,95,105
162,95,105
163,95,105
164,95,105
165,95,105
166,95,105
167,95,105
168,95,105
169,95,105
170,95,105
171,95,105
172,95,105
173,95,105
174,95,105
175,95,105
176,95,105
177,95,105
178,95,105
179,95,105
180,95,105
181,95,105
182,95,105
183,95,105
184,95,105
185,95,105
186,95,105
187,95,105
188,95,105
189,95,105
190,95,105
191,95,105
192,95,105
193,95,105
194,95,105
195,95,105
196,95,105
197,95,105
198,95,105
199,95,105
200,95,105
201,95,105
202,95,105
203,95,105
204,95,105
205,95,105
206,95,105
207,95,105
208,95,105
209,95,105
210,95,105
211,95,105
212,95,105
213,95,105
214,95,105
215,95,105
216,95,105
217,95,105
218,95,105
219,95,105
220,95,105
221,95,105
222,95,105
223,95,105
224,95,105
225,95,105
226,95,105
227,95,105
228,95,105
229,95,105
230,95,105
231,95,105
232,95,105
233,95,105
234,95,105
235,95,105
236,95,105
237,95,105
238,95,105
239,95,105
240,95,105
241,95,105
242,95,105
243,95,105
244,95,105
245,95,105
246,95,105
247,95,105
248,95,105
249,95,105
250,95,105
251,95,105
252,95,105
253,95,105
254,95,105
255,95,105
256,95,105
257,95,105
258,95,105
259,95,105
260,95,105
261,95,105
262,95,105
263,95,105
264,95,105
265,95,105
266,95,105
267,95,105
268,95,105
269,95,105
270,95,105
271,95,105
272,95,105
273,95,105
274,95,105
275,95,105
276,95,105
277,95,105
278,95,105
279,95,105
280,95,105
281,95,105
282,95,105
283,95,105
284,95,105
